Impactor,Impactee,value
Spend_Retail_National_National_Subscription_TV_Universal_(was_Hallmark),WOI_Impreza_Overall,0.002052402
Spend_Retail_National_Total,WOI_Impreza_Overall,0.519846113
Spend_Retail_New_South_Wales_Eastern_Region_Magazines_Border_Living_Mag_NSW,WOI_Impreza_Overall,0.000500423
Spend_Retail_New_South_Wales_Eastern_Region_Newspaper_Byron_Echo,WOI_Impreza_Overall,0.001672614
Spend_Retail_New_South_Wales_Eastern_Region_Newspaper_Lismore_Northern_Star,WOI_Impreza_Overall,0.002494295
Spend_Retail_New_South_Wales_Eastern_Region_Newspaper_Tenterfield_Star,WOI_Impreza_Overall,0.001312043
Spend_Retail_New_South_Wales_Eastern_Region_Newspaper_The_Land,WOI_Impreza_Overall,0.001801523
Spend_Retail_New_South_Wales_Eastern_Region_Radio_104.9_Star_FM_Albury,WOI_Impreza_Overall,0.000228193
Spend_Retail_New_South_Wales_Eastern_Region_Radio_105.7_The_River,WOI_Impreza_Overall,0.001765493
Spend_Retail_New_South_Wales_Eastern_Region_Radio_2AY_Albury_Wodonga,WOI_Impreza_Overall,0.001373161
Spend_Retail_New_South_Wales_Eastern_Region_Radio_2CS_FM_Coffs_Harbour,WOI_Impreza_Overall,0.000860728
Spend_Retail_New_South_Wales_Eastern_Region_Radio_2GO_Central_Coast_Radio,WOI_Impreza_Overall,0.002942488
Spend_Retail_New_South_Wales_Eastern_Region_Radio_2GZ_Orange,WOI_Impreza_Overall,0.000980829
Spend_Retail_New_South_Wales_Eastern_Region_Radio_2MC_Port_Macquarie,WOI_Impreza_Overall,0.001281083
Spend_Retail_New_South_Wales_Eastern_Region_Radio_2WG_Wagga,WOI_Impreza_Overall,0.001521286
Spend_Retail_New_South_Wales_Eastern_Region_Radio_92.9_Tamworth,WOI_Impreza_Overall,0.004828082
Spend_Retail_New_South_Wales_Eastern_Region_Radio_B_Rock_FM__Bathurst,WOI_Impreza_Overall,0.003963351
Spend_Retail_New_South_Wales_Eastern_Region_Radio_KOFM_Newcastle,WOI_Impreza_Overall,0.002361997
Spend_Retail_New_South_Wales_Eastern_Region_Radio_Power_FM_Bega_104.3,WOI_Impreza_Overall,0.002161828
Spend_Retail_New_South_Wales_Eastern_Region_Radio_Power_Nowra_94.9_FM,WOI_Impreza_Overall,0.001080914
Spend_Retail_New_South_Wales_Eastern_Region_Radio_Radio_2RG_Griffith_Pty_Ltd,WOI_Impreza_Overall,0.001060897
Spend_Retail_New_South_Wales_Total,WOI_Impreza_Overall,0.034191226
Spend_Retail_Northern_NSW_Eastern_Region_Television_11_Northern_NSW,WOI_Impreza_Overall,0.006703667
Spend_Retail_Northern_NSW_Eastern_Region_Television_7Mate_Northern_NSW,WOI_Impreza_Overall,0.03427431
Spend_Retail_Northern_NSW_Eastern_Region_Television_7TWO_Northern_NSW,WOI_Impreza_Overall,0.022793937
Spend_Retail_Northern_NSW_Eastern_Region_Television_Gem_Northern_NSW,WOI_Impreza_Overall,0.011450354
Spend_Retail_Northern_NSW_Eastern_Region_Television_GO!_Northern_NSW,WOI_Impreza_Overall,0.04637522
Spend_Retail_Northern_NSW_Eastern_Region_Television_NBN_Northern_NSW_(9),WOI_Impreza_Overall,0.206430522
Spend_Retail_Northern_NSW_Eastern_Region_Television_ONE_Northern_NSW,WOI_Impreza_Overall,0.001676751
Spend_Retail_Northern_NSW_Eastern_Region_Television_Prime_Northern_NSW_(7),WOI_Impreza_Overall,0.195093605
Spend_Retail_Northern_NSW_Eastern_Region_Television_SBS2_Northern_NSW,WOI_Impreza_Overall,0.000209791
Spend_Retail_Northern_NSW_Eastern_Region_Television_SBS_Northern_NSW,WOI_Impreza_Overall,0.009580099
Spend_Retail_Northern_NSW_Eastern_Region_Television_Ten_Northern_NSW,WOI_Impreza_Overall,0.015137464
Spend_Retail_Northern_NSW_Total,WOI_Impreza_Overall,0.549725721
Spend_Retail_Perth_Total,WOI_Impreza_Overall,0.735
Spend_Retail_Perth_Western_Region_Newspaper_Perth_West_Australian,WOI_Impreza_Overall,0.074819194
Spend_Retail_Perth_Western_Region_Radio_6PR_Perth,WOI_Impreza_Overall,0.009531391
Spend_Retail_Perth_Western_Region_Radio_96FM_Perth,WOI_Impreza_Overall,0.049305017
Spend_Retail_Perth_Western_Region_Radio_Aust.Traffic_Network_(Perth),WOI_Impreza_Overall,0.151494745
Spend_Retail_Perth_Western_Region_Radio_Nova_93.7_(Perth),WOI_Impreza_Overall,0.11124078
Spend_Retail_Perth_Western_Region_Radio_PMFM_92.9,WOI_Impreza_Overall,0.049343049
Spend_Retail_Perth_Western_Region_Television_7MATE_PER,WOI_Impreza_Overall,0.036239972
Spend_Retail_Perth_Western_Region_Television_7TWO_Perth,WOI_Impreza_Overall,0.010699713
Spend_Retail_Perth_Western_Region_Television_Eleven_PER,WOI_Impreza_Overall,0.0123173
Spend_Retail_Perth_Western_Region_Television_Gem_Perth,WOI_Impreza_Overall,0.009562751
Spend_Retail_Perth_Western_Region_Television_GO!_Perth,WOI_Impreza_Overall,0.020752878
Spend_Retail_Perth_Western_Region_Television_NEW10,WOI_Impreza_Overall,0.070876588
Spend_Retail_Perth_Western_Region_Television_ONE_Perth,WOI_Impreza_Overall,0.007263474
Spend_Retail_Perth_Western_Region_Television_SBS2_Perth,WOI_Impreza_Overall,0.000268634
Spend_Retail_Perth_Western_Region_Television_SBS_Perth,WOI_Impreza_Overall,0.028552806
Spend_Retail_Perth_Western_Region_Television_STW9,WOI_Impreza_Overall,0.079563932
Spend_Retail_Perth_Western_Region_Television_TVW7,WOI_Impreza_Overall,0.119131384
Spend_Retail_Pt_Pirie/Broken_Hill/Pt_Lincol_Southern_Region_Television_11_Spencer_Gulf_TV_(PP/BH/PL),WOI_Impreza_Overall,0.000189494
Spend_Retail_Pt_Pirie/Broken_Hill/Pt_Lincol_Southern_Region_Television_7TWOSPencer_Gulf_TV_(PP/BH/PL),WOI_Impreza_Overall,0.000189494
Spend_Retail_Pt_Pirie/Broken_Hill/Pt_Lincol_Southern_Region_Television_GEM_Spencer_Gulf_TV_(PP/BH/PL),WOI_Impreza_Overall,0.000189494
Spend_Retail_Pt_Pirie/Broken_Hill/Pt_Lincol_Southern_Region_Television_GO!_Spencer_Gulf_TV_(PP/BH/PL),WOI_Impreza_Overall,0.000189494
Spend_Retail_Pt_Pirie/Broken_Hill/Pt_Lincol_Southern_Region_Television_Spencer_Gulf_TV_(PP/BH/PL),WOI_Impreza_Overall,0.023355078
Spend_Retail_Pt_Pirie/Broken_Hill/Pt_Lincol_Total,WOI_Impreza_Overall,0.024113053
Spend_Retail_Qld_Aggregated_Northern_Region_Television_11_Qld_Aggregated,WOI_Impreza_Overall,0.004357017
Spend_Retail_Qld_Aggregated_Northern_Region_Television_7Mate_Qld_Aggregated,WOI_Impreza_Overall,0.023014724
Spend_Retail_Qld_Aggregated_Northern_Region_Television_7TWO_Qld_Aggregated,WOI_Impreza_Overall,0.012908246
Spend_Retail_Qld_Aggregated_Northern_Region_Television_Gem_Qld_Aggregated,WOI_Impreza_Overall,0.008327707
Spend_Retail_Qld_Aggregated_Northern_Region_Television_GO!_Qld_Aggregated,WOI_Impreza_Overall,0.027013505
Spend_Retail_Qld_Aggregated_Northern_Region_Television_ONE_Qld_Aggregated,WOI_Impreza_Overall,0.000880077
Spend_Retail_Qld_Aggregated_Northern_Region_Television_SBS2_Qld_Aggregated,WOI_Impreza_Overall,0.000147331
Spend_Retail_Qld_Aggregated_Northern_Region_Television_SBS_Qld_Aggregated,WOI_Impreza_Overall,0.005522002
Spend_Retail_Qld_Aggregated_Northern_Region_Television_Sun_TV_Qld_Aggregated_(7),WOI_Impreza_Overall,0.14792506
Spend_Retail_Qld_Aggregated_Northern_Region_Television_Ten_Qld_Aggregated,WOI_Impreza_Overall,0.025596307
Spend_Retail_Qld_Aggregated_Northern_Region_Television_WIN_TV_Qld_Aggregated_(9),WOI_Impreza_Overall,0.146383757
Spend_Retail_Qld_Aggregated_Total,WOI_Impreza_Overall,0.402075733
Spend_Retail_Queensland_Northern_Region_Magazines_Border_Living_Magazine,WOI_Impreza_Overall,0.000500423
Spend_Retail_Queensland_Northern_Region_Newspaper_APN_Newspaper_Group,WOI_Impreza_Overall,0.004843895
Spend_Retail_Queensland_Northern_Region_Newspaper_Atherton_Tablelander,WOI_Impreza_Overall,0.002086978
Spend_Retail_Queensland_Northern_Region_Newspaper_Bundaberg_News_Mail,WOI_Impreza_Overall,0.003484232
Spend_Retail_Queensland_Northern_Region_Newspaper_Cairns_Sun,WOI_Impreza_Overall,0.001869527
Spend_Retail_Queensland_Northern_Region_Newspaper_Daily_Mercury,WOI_Impreza_Overall,0.002299891
Spend_Retail_Queensland_Northern_Region_Newspaper_Gladstone_Observer,WOI_Impreza_Overall,0.001086378
Spend_Retail_Queensland_Northern_Region_Newspaper_Gold_Coast_Bulletin,WOI_Impreza_Overall,0.004429465
Spend_Retail_Queensland_Northern_Region_Newspaper_Gympie_Times,WOI_Impreza_Overall,0.003152398
Spend_Retail_Queensland_Northern_Region_Newspaper_Mackay_Daily_Mercury,WOI_Impreza_Overall,0.004010804
Spend_Retail_Queensland_Northern_Region_Newspaper_Queensland_Times,WOI_Impreza_Overall,0.008413873
Spend_Retail_Queensland_Northern_Region_Newspaper_Rebel_Outback,WOI_Impreza_Overall,0.000280237
Spend_Retail_Queensland_Northern_Region_Newspaper_Rockhampron_Morning_Bulletin,WOI_Impreza_Overall,0.002980733
Spend_Retail_Queensland_Northern_Region_Newspaper_South_Burnett_Times,WOI_Impreza_Overall,0.001506634
Spend_Retail_Queensland_Northern_Region_Newspaper_Townsville_Bulletin,WOI_Impreza_Overall,0.016928178
Spend_Retail_Queensland_Northern_Region_Newspaper_Warwick_Daily_News_(PRP),WOI_Impreza_Overall,0.004007335
Spend_Retail_Queensland_Northern_Region_Radio_101.9SEAFM_Maryborough,WOI_Impreza_Overall,0.000348294
Spend_Retail_Queensland_Northern_Region_Radio_106.3_Mix_FM_Townsville,WOI_Impreza_Overall,0.001971
Spend_Retail_Queensland_Northern_Region_Radio_4CA_Cairns,WOI_Impreza_Overall,0.000688582
Spend_Retail_Queensland_Northern_Region_Radio_4GC_Charters_Towers,WOI_Impreza_Overall,0.00024821
Spend_Retail_Queensland_Northern_Region_Radio_4GR_Toowoomba,WOI_Impreza_Overall,0.002129801
Spend_Retail_Queensland_Northern_Region_Radio_4HI_/_HOT_FM_Emerald,WOI_Impreza_Overall,8.00677E-05
Spend_Retail_Queensland_Northern_Region_Radio_4HI_Emerald,WOI_Impreza_Overall,0.000320271
Spend_Retail_Queensland_Northern_Region_Radio_4LG_Longreach,WOI_Impreza_Overall,0.000228193
Spend_Retail_Queensland_Northern_Region_Radio_4LM_/_HOT_FM_Mt_Isa,WOI_Impreza_Overall,0.000392332
Spend_Retail_Queensland_Northern_Region_Radio_4MK_Mackay,WOI_Impreza_Overall,0.000416352
Spend_Retail_Queensland_Northern_Region_Radio_4RO_Rockhampton,WOI_Impreza_Overall,0.000400338
Spend_Retail_Queensland_Northern_Region_Radio_4TOFM_Townsville,WOI_Impreza_Overall,0.00317802
Spend_Retail_Queensland_Northern_Region_Radio_4ZR_Roma,WOI_Impreza_Overall,0.00022419
Spend_Retail_Queensland_Northern_Region_Radio_89.1_POWER_FM_Kingaroy,WOI_Impreza_Overall,7.60643E-05
Spend_Retail_Queensland_Northern_Region_Radio_91.1_Hot_(Sunshine_Coast),WOI_Impreza_Overall,0.000500423
Spend_Retail_Queensland_Northern_Region_Radio_92.7_Mix_FM_Sunshine_Coast,WOI_Impreza_Overall,0.000528447
Spend_Retail_Queensland_Northern_Region_Radio_93.1_SEA_FM_Bundaberg,WOI_Impreza_Overall,0.000208176
Spend_Retail_Queensland_Northern_Region_Radio_93.5_HOT_FM_Gladstone,WOI_Impreza_Overall,0.000228193
Spend_Retail_Queensland_Northern_Region_Radio_95.1_SEA_FM_Gladstone,WOI_Impreza_Overall,0.000432366
Spend_Retail_Queensland_Northern_Region_Radio_95.9_Hot_FM_Charters_Towers,WOI_Impreza_Overall,0.000170424
Spend_Retail_Queensland_Northern_Region_Radio_96.1_Zinc_FM,WOI_Impreza_Overall,0.000388328
Spend_Retail_Queensland_Northern_Region_Radio_97.9_Hot_FM_Mareeba_/_Atherton,WOI_Impreza_Overall,0.000148125
Spend_Retail_Queensland_Northern_Region_Radio_98.7FM_Sea_FM_Mackay,WOI_Impreza_Overall,0.001369158
Spend_Retail_Queensland_Northern_Region_Radio_99.5_SEAFM_Cairns,WOI_Impreza_Overall,0.000968819
Spend_Retail_Queensland_Northern_Region_Radio_Breeze_FM,WOI_Impreza_Overall,0.000546462
Spend_Retail_Queensland_Northern_Region_Radio_C_FM_100.7_Toowoomba,WOI_Impreza_Overall,0.00133613
Spend_Retail_Queensland_Northern_Region_Radio_Gold_92.5_FM_Gold_Coast,WOI_Impreza_Overall,0.008817455
Spend_Retail_Queensland_Northern_Region_Radio_Hot_FM_103.1_Townsville,WOI_Impreza_Overall,0.000614239
Spend_Retail_Queensland_Northern_Region_Radio_Hot_FM_103.5_Cairns,WOI_Impreza_Overall,0.00048441
Spend_Retail_Queensland_Northern_Region_Radio_HOT_FM_107.9_Rockhampton,WOI_Impreza_Overall,0.00026022
Spend_Retail_Queensland_Northern_Region_Radio_Hot_FM_Airlie_Beach,WOI_Impreza_Overall,4.13149E-05
Spend_Retail_Queensland_Northern_Region_Radio_Hot_FM_Central_Queensland,WOI_Impreza_Overall,0.000712602
Spend_Retail_Queensland_Northern_Region_Radio_Hot_FM_Mackay,WOI_Impreza_Overall,0.002288655
Spend_Retail_Queensland_Northern_Region_Radio_HOT_FM_Roma,WOI_Impreza_Overall,0.000168142
Spend_Retail_Queensland_Northern_Region_Radio_MIX-FM/SEA-FM_Sunshine_Coast,WOI_Impreza_Overall,0.001209022
Spend_Retail_Queensland_Northern_Region_Radio_MIX_103.5__-_Maryborough,WOI_Impreza_Overall,0.000696589
Spend_Retail_Queensland_Northern_Region_Radio_SEA_101.5_Rockhampton,WOI_Impreza_Overall,0.000584494
Spend_Retail_Queensland_Northern_Region_Radio_SEA_FM_90.9_Gold_Coast,WOI_Impreza_Overall,0.00537054
Spend_Retail_Queensland_Northern_Region_Radio_SEA_FM_91.9_Sunshine_Coast,WOI_Impreza_Overall,0.000512433
Spend_Retail_Queensland_Northern_Region_Radio_WEST_FM_Longreach,WOI_Impreza_Overall,0.000136115
Spend_Retail_Queensland_Northern_Region_Radio_Zinc_100.7_Townsville,WOI_Impreza_Overall,0.00317802
Spend_Retail_Queensland_Northern_Region_Radio_Zinc_101.9_Mackay,WOI_Impreza_Overall,0.000428362
Spend_Retail_Queensland_Northern_Region_Radio_Zinc_927_Rockhampton/Gladstone,WOI_Impreza_Overall,0.000268227
Spend_Retail_Queensland_Northern_Region_Radio_Zinc_FM_Cairns,WOI_Impreza_Overall,0.00048441
Spend_Retail_Queensland_Total,WOI_Impreza_Overall,0.105662997
Spend_Retail_Regional_West_Aust._Total,WOI_Impreza_Overall,0.092400385
Spend_Retail_Regional_West_Aust._Western_Region_Television_7Mate_WA,WOI_Impreza_Overall,0.004162186
Spend_Retail_Regional_West_Aust._Western_Region_Television_7TWO_WA,WOI_Impreza_Overall,0.003224059
Spend_Retail_Regional_West_Aust._Western_Region_Television_Gem_WA,WOI_Impreza_Overall,0.000218184
Spend_Retail_Regional_West_Aust._Western_Region_Television_GO!_WA,WOI_Impreza_Overall,0.001738803
Spend_Retail_Regional_West_Aust._Western_Region_Television_GWN_Golden_West_Network_(WA),WOI_Impreza_Overall,0.029917293
Spend_Retail_Regional_West_Aust._Western_Region_Television_SBS2_WA,WOI_Impreza_Overall,7.36623E-05
Spend_Retail_Regional_West_Aust._Western_Region_Television_SBS_WA,WOI_Impreza_Overall,0.002641567
Spend_Retail_Regional_West_Aust._Western_Region_Television_WDT_WA_(Ten),WOI_Impreza_Overall,0.003099954
Spend_Retail_Regional_West_Aust._Western_Region_Television_WIN_TV_WA_(9),WOI_Impreza_Overall,0.047324676
Spend_Retail_Riverland_Southern_Region_Television_Win_10_Riverland,WOI_Impreza_Overall,0
Spend_Retail_Riverland_Southern_Region_Television_Win_9_Riverland,WOI_Impreza_Overall,0.003728486
Spend_Retail_Riverland_Southern_Region_Television_Win_9_Riverland_,WOI_Impreza_Overall,0.004659272
Spend_Retail_Riverland_Total,WOI_Impreza_Overall,0.008387758
Spend_Retail_South_Australia_Southern_Region_Radio_5SE/96.1_STAR_FM_Mount_Gambier,WOI_Impreza_Overall,0.000461991
Spend_Retail_South_Australia_Southern_Region_Radio_5SE_Mount_Gambier,WOI_Impreza_Overall,0.000951204
Spend_Retail_South_Australia_Southern_Region_Radio_Power_FM_Murray_Bridge,WOI_Impreza_Overall,0.001366489
Spend_Retail_South_Australia_Southern_Region_Television_SBS2_SA,WOI_Impreza_Overall,4.16352E-05
Spend_Retail_South_Australia_Southern_Region_Television_SBS_SA,WOI_Impreza_Overall,0.002618214
Spend_Retail_South_Australia_Total,WOI_Impreza_Overall,0.005439532
Spend_Retail_Sthn_NSW_Eastern_Region_Television_11_Southern_NSW,WOI_Impreza_Overall,0.002238559
Spend_Retail_Sthn_NSW_Eastern_Region_Television_7Mate_Sthn_NSW,WOI_Impreza_Overall,0.022316667
Spend_Retail_Sthn_NSW_Eastern_Region_Television_7TWO_Sthn_NSW,WOI_Impreza_Overall,0.015997058
Spend_Retail_Sthn_NSW_Eastern_Region_Television_Capital_TV_Southern_NSW,WOI_Impreza_Overall,0.00535853
Spend_Retail_Sthn_NSW_Eastern_Region_Television_Gem_Southern_NSW,WOI_Impreza_Overall,0.007426278
Spend_Retail_Sthn_NSW_Eastern_Region_Television_GO!_Southern_NSW,WOI_Impreza_Overall,0.022056647
Spend_Retail_Sthn_NSW_Eastern_Region_Television_ONE_Southern_NSW,WOI_Impreza_Overall,0.000639874
Spend_Retail_Sthn_NSW_Eastern_Region_Television_Prime_Sthn_NSW_(7),WOI_Impreza_Overall,0.134173935
Spend_Retail_Sthn_NSW_Eastern_Region_Television_SBS2_Sthn_NSW,WOI_Impreza_Overall,0.00018549
Spend_Retail_Sthn_NSW_Eastern_Region_Television_SBS_Sthn_NSW,WOI_Impreza_Overall,0.009615463
Spend_Retail_Sthn_NSW_Eastern_Region_Television_WIN_TV_Southern_NSW_(9),WOI_Impreza_Overall,0.14826001
Spend_Retail_Sthn_NSW_Total,WOI_Impreza_Overall,0.368268512
Spend_Retail_Sydney_Sydney_Newspaper_Sydney_Daily_Telegraph_(MIAUT),WOI_Impreza_Overall,0.538816838
Spend_Retail_Sydney_Sydney_Newspaper_Sydney_Morning_Herald,WOI_Impreza_Overall,0.662538596
Spend_Retail_Sydney_Sydney_Newspaper_Sydney_Sun_Herald,WOI_Impreza_Overall,0.012269707
Spend_Retail_Sydney_Sydney_Radio_Aust.Traffic_Network_(Sydney),WOI_Impreza_Overall,0.24530739
Spend_Retail_Sydney_Sydney_Radio_MIX_106.5_FM,WOI_Impreza_Overall,0.018629083
Spend_Retail_Sydney_Sydney_Radio_Nova_96.9_FM,WOI_Impreza_Overall,0.307149006
Spend_Retail_Sydney_Sydney_Radio_Nova_96.9_FM_Production,WOI_Impreza_Overall,0.046706153
Spend_Retail_Sydney_Sydney_Radio_SmoothFM_95.3FM_Sydney,WOI_Impreza_Overall,0.02888442
Spend_Retail_Sydney_Sydney_Radio_Triple_M_Sydney,WOI_Impreza_Overall,0.038092204
Spend_Retail_Sydney_Sydney_Television_2DAY_FM_Sydney,WOI_Impreza_Overall,0.07485395
Spend_Retail_Sydney_Sydney_Television_2GB_Sydney,WOI_Impreza_Overall,0.018415569
Spend_Retail_Sydney_Sydney_Television_2WS_FM_Sydney,WOI_Impreza_Overall,0.079088197
Spend_Retail_Sydney_Sydney_Television_7MATE_SYD,WOI_Impreza_Overall,0.063084
Spend_Retail_Sydney_Sydney_Television_7TWO_Sydney,WOI_Impreza_Overall,0.028510103
Spend_Retail_Sydney_Sydney_Television_ATN7,WOI_Impreza_Overall,0.540548996
Spend_Retail_Sydney_Sydney_Television_Eleven_SYD,WOI_Impreza_Overall,0.030641906
Spend_Retail_Sydney_Sydney_Television_GEM_SYD,WOI_Impreza_Overall,0.021588251
Spend_Retail_Sydney_Sydney_Television_GO_SYD,WOI_Impreza_Overall,0.053539931
Spend_Retail_Sydney_Sydney_Television_ONESYD,WOI_Impreza_Overall,0.024873028
Spend_Retail_Sydney_Sydney_Television_SBS2_Sydney,WOI_Impreza_Overall,0.001005283
Spend_Retail_Sydney_Sydney_Television_SBSSYD,WOI_Impreza_Overall,0.100763855
Spend_Retail_Sydney_Sydney_Television_TCN9,WOI_Impreza_Overall,0.375273267
Spend_Retail_Sydney_Sydney_Television_TEN_10,WOI_Impreza_Overall,0.235653895
Spend_Retail_Sydney_Total,WOI_Impreza_Overall,0.735
Spend_Retail_Tasmania_Aggregated_Tasmania_Television_7Mate_Tasmania_Aggregated,WOI_Impreza_Overall,0.001220865
Spend_Retail_Tasmania_Aggregated_Tasmania_Television_7TWO_Tasmania_Aggregated,WOI_Impreza_Overall,0.001199681
Spend_Retail_Tasmania_Aggregated_Tasmania_Television_Gem_Tasmania_Aggregated,WOI_Impreza_Overall,0.001303769
Spend_Retail_Tasmania_Aggregated_Tasmania_Television_GO!_Tasmania_Aggregated,WOI_Impreza_Overall,0.002366
Spend_Retail_Tasmania_Aggregated_Tasmania_Television_SBS2_Tasmania_Aggregated,WOI_Impreza_Overall,7.36623E-05
Spend_Retail_Tasmania_Aggregated_Tasmania_Television_SBS_Tasmania_Aggregated,WOI_Impreza_Overall,0.002245232
Spend_Retail_Tasmania_Aggregated_Tasmania_Television_Sthn_Cross_Tasmania_Aggregated,WOI_Impreza_Overall,0.031787541
Spend_Retail_Tasmania_Aggregated_Tasmania_Television_TDT_Tasmania_Aggregated,WOI_Impreza_Overall,0.002335308
Spend_Retail_Tasmania_Aggregated_Tasmania_Television_WIN_TV_Tasmania_Aggregated_(9),WOI_Impreza_Overall,0.028680247
Spend_Retail_Tasmania_Aggregated_Total,WOI_Impreza_Overall,0.071212305
Spend_Retail_Tasmania_Tasmania_Newspaper_Hobart_Mercury_(Direct),WOI_Impreza_Overall,0.006040187
Spend_Retail_Tasmania_Tasmania_Newspaper_Launceston_Examiner,WOI_Impreza_Overall,0.004878584
Spend_Retail_Tasmania_Tasmania_Radio_7LA_Launceston,WOI_Impreza_Overall,0.001494597
Spend_Retail_Tasmania_Tasmania_Radio_HO_FM_Radio_Hobart,WOI_Impreza_Overall,0.000512433
Spend_Retail_Tasmania_Tasmania_Radio_Sea_FM_Hobart,WOI_Impreza_Overall,0.001024866
Spend_Retail_Tasmania_Tasmania_Radio_TTTFM_Hobart_/_Heart_107.3,WOI_Impreza_Overall,0.003261424
Spend_Retail_Tasmania_Total,WOI_Impreza_Overall,0.017212092
Spend_Retail_Total,WOI_Impreza_Overall,0.735
Spend_Retail_Victoria_Aggregated_Southern_Region_Television_11_Victoria_Aggregated,WOI_Impreza_Overall,0.001279081
Spend_Retail_Victoria_Aggregated_Southern_Region_Television_7Mate__Victoria_Aggregated,WOI_Impreza_Overall,0.007392917
Spend_Retail_Victoria_Aggregated_Southern_Region_Television_7TWO__Victoria_Aggregated,WOI_Impreza_Overall,0.004853437
Spend_Retail_Victoria_Aggregated_Southern_Region_Television_Gem_Victoria_Aggregated,WOI_Impreza_Overall,0.003677109
Spend_Retail_Victoria_Aggregated_Southern_Region_Television_GO!_Victoria_Aggregated,WOI_Impreza_Overall,0.011900728
Spend_Retail_Victoria_Aggregated_Southern_Region_Television_ONE_Victoria_Aggregated,WOI_Impreza_Overall,0.000246875
Spend_Retail_Victoria_Aggregated_Southern_Region_Television_Prime_Victoria_Aggregated_(7),WOI_Impreza_Overall,0.066721075
Spend_Retail_Victoria_Aggregated_Southern_Region_Television_SBS2_Victoria_Aggregated,WOI_Impreza_Overall,0.000115304
Spend_Retail_Victoria_Aggregated_Southern_Region_Television_SBS_Victoria_Aggregated,WOI_Impreza_Overall,0.005718835
Spend_Retail_Victoria_Aggregated_Southern_Region_Television_Ten_Victoria_Aggregated_(10),WOI_Impreza_Overall,0.005890313
Spend_Retail_Victoria_Aggregated_Southern_Region_Television_WIN_TV_Victoria_Aggregated_(9),WOI_Impreza_Overall,0.07054831
Spend_Retail_Victoria_Aggregated_Total,WOI_Impreza_Overall,0.178343984
Spend_Retail_Victoria_Southern_Region_Radio_106.3FM_Colac,WOI_Impreza_Overall,0.000408345
Spend_Retail_Victoria_Southern_Region_Radio_3Coast_FM_Warrnambool,WOI_Impreza_Overall,0.000488413
Spend_Retail_Victoria_Southern_Region_Radio_3CS_Colac,WOI_Impreza_Overall,0.00081669
Spend_Retail_Victoria_Southern_Region_Radio_3GG_Gippsland_/_Latrobe_Valley,WOI_Impreza_Overall,0.000608514
Spend_Retail_Victoria_Southern_Region_Radio_3GV_Traralgon,WOI_Impreza_Overall,0.001008853
Spend_Retail_Victoria_Southern_Region_Radio_3HA_Hamilton,WOI_Impreza_Overall,0.000712602
Spend_Retail_Victoria_Southern_Region_Radio_3MA_Mildura,WOI_Impreza_Overall,0.00079267
Spend_Retail_Victoria_Southern_Region_Radio_3SH_Swan_Hill,WOI_Impreza_Overall,0.00076865
Spend_Retail_Victoria_Southern_Region_Radio_3SR_Shepparton,WOI_Impreza_Overall,0.001056894
Spend_Retail_Victoria_Southern_Region_Radio_3TR_Gippsland/Latrobe_Valley,WOI_Impreza_Overall,0.000624528
Spend_Retail_Victoria_Southern_Region_Radio_3WM_Horsham,WOI_Impreza_Overall,0.000976826
Spend_Retail_Victoria_Southern_Region_Radio_3YB_Warrnambool,WOI_Impreza_Overall,0.000976826
Spend_Retail_Victoria_Southern_Region_Radio_3_Star_FM_Bendigo,WOI_Impreza_Overall,0.000488413
Spend_Retail_Victoria_Southern_Region_Radio_96.9_Star_FM_Shepparton/Goulbo,WOI_Impreza_Overall,0.000564477
Spend_Retail_Victoria_Southern_Region_Radio_99.5FM_Mildura,WOI_Impreza_Overall,0.000396335
Spend_Retail_Victoria_Southern_Region_Radio_Mix107.7_Swan_Hill,WOI_Impreza_Overall,0.000384325
Spend_Retail_Victoria_Southern_Region_Radio_MIXXFM_Horsham,WOI_Impreza_Overall,0.000488413
Spend_Retail_Victoria_Southern_Region_Radio_Mixx_88.9_Hamilton,WOI_Impreza_Overall,0.000416352
Spend_Retail_Victoria_Southern_Region_Radio_Radio_3BO_FM_Bendigo,WOI_Impreza_Overall,0.00074463
Spend_Retail_Victoria_Southern_Region_Radio_Star_FM_94.3_Warragul,WOI_Impreza_Overall,0.000372315
Spend_Retail_Victoria_Southern_Region_Radio_Sun/Snow_FM_Mt.Buller,WOI_Impreza_Overall,0.00026022
Spend_Retail_Victoria_Total,WOI_Impreza_Overall,0.013355291
Spend_Retail_West_Australia_Total,WOI_Impreza_Overall,0.005776884
Spend_Retail_West_Australia_Western_Region_Radio_621_Easylistening_Bunbury,WOI_Impreza_Overall,0.000120102
Spend_Retail_West_Australia_Western_Region_Radio_6AM_Northam_(NTM),WOI_Impreza_Overall,0.000176149
Spend_Retail_West_Australia_Western_Region_Radio_6BY_Bridgetown_(BGT),WOI_Impreza_Overall,8.00677E-05
Spend_Retail_West_Australia_Western_Region_Radio_6CI_Collie_(BUN),WOI_Impreza_Overall,0.000176149
Spend_Retail_West_Australia_Western_Region_Radio_6KA_Karratha,WOI_Impreza_Overall,0.00024821
Spend_Retail_West_Australia_Western_Region_Radio_6KG_Kalgoorlie_(KAL),WOI_Impreza_Overall,0.000344291
Spend_Retail_West_Australia_Western_Region_Radio_6MD_Merredin_(MDN),WOI_Impreza_Overall,0.000176149
